"strain","Sample_ID","Sample_Source","Data_Source","date","Location","Region","Serotype","Sero_Geno","Lineage","Include"
"JX669494.1","277/BR-PE/05","Silva_2013","NCBI","2005-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"JX669495.1","145/BR-PE/04","Silva_2013","NCBI","2004-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"","603/BR-PE/06","Silva_2013","NCBI","2006-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"","255/BR-PE/05","Silva_2013","NCBI","2005-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"JX669498.1","129/BR-PE/04","Silva_2013","NCBI","2004-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"","161/BR-PE/04","Silva_2013","NCBI","2004-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"JX669500.1","249/BR-PE/05","Silva_2013","NCBI","2005-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"","263/BR-PE/05","Silva_2013","NCBI","2005-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"JX669502.1","283/BR-PE/05","Silva_2013","NCBI","2005-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"JX669503.1","314/BR-PE/06","Silva_2013","NCBI","2005-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"","411/BR-PE/06","Silva_2013","NCBI","2006-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"","418/BR-PE/06","Silva_2013","NCBI","2006-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"JX669506.1","420/BR-PE/06","Silva_2013","NCBI","2006-XX-XX","Brazil","South-America",3,"3_III","3III_C",""
"","423/BR-PE/06","Silva_2013","NCBI","2006-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"","424/BR-PE/06","Silva_2013","NCBI","2006-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"KC261634.1","GZ/10476/2012","Bai_2013","NCBI","2012-XX-XX","China","East-Asia",3,"3_II","3II_A.3",""
"","95016/BR-PE/02","Santos_2013","NCBI","2002-XX-XX","Brazil","South-America",3,"3_III","3III_C","X"
"","MKS-0057","Sasmono_2015","NCBI","2007-06-22","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","MKS-0076","Sasmono_2015","NCBI","2007-07-26","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"KC762683.1","MKS-0079","Sasmono_2015","NCBI","2007-07-26","Indonesia","Southeast-Asia",3,"3_I","3I_A",""
"","MKS-0098","Sasmono_2015","NCBI","2007-10-07","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","MKS-0388","Sasmono_2015","NCBI","2008-02-15","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","MKS-0172","Sasmono_2015","NCBI","2007-02-07","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","MKS-0396","Sasmono_2015","NCBI","2008-02-15","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","MKS-2006","Sasmono_2015","NCBI","2008-04-30","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"KC762689.1","MKS-2065","Sasmono_2015","NCBI","2008-02-15","Indonesia","Southeast-Asia",3,"3_I","3I_A",""
"","MKS-3000","Sasmono_2015","NCBI","2008-08-26","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","MKS-IF058","Sasmono_2015","NCBI","2008-10-04","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"","MKS-WS78","Sasmono_2015","NCBI","2010-03-22","Indonesia","Southeast-Asia",3,"3_I","3I_A","X"
"KC762693.1","MKS-WS79b","Sasmono_2015","NCBI","2010-03-29","Indonesia","Southeast-Asia",3,"3_I","3I_A",""
"KF041254.1","D3/Pakistan/56/2008","Koo_2013","NCBI","2008-XX-XX","Pakistan","South-Asia",3,"3_III","3III_B",""
"KF041255.1","D3/Pakistan/55505/2007","Koo_2013","NCBI","2007-XX-XX","Pakistan","South-Asia",3,"3_III","3III_B",""
"","D3/Pakistan/55709/2006","Koo_2013","NCBI","2006-XX-XX","Pakistan","South-Asia",3,"3_III","3III_B","X"
"KF041257.1","D3/Pakistan/52440/2006","Koo_2013","NCBI","2006-XX-XX","Pakistan","South-Asia",3,"3_III","3III_B",""
"KF041258.1","D3/Pakistan/45251/2009","Koo_2013","NCBI","2009-XX-XX","Pakistan","South-Asia",3,"3_III","3III_B",""
"","D3/Pakistan/43298/2006","Koo_2013","NCBI","2006-XX-XX","Pakistan","South-Asia",3,"3_III","3III_B","X"
"","YN01","Zhao_2014","NCBI","2013-XX-XX","China","East-Asia",3,"3_II","3II_B","X"
"","YN02","Zhao_2014","NCBI","2013-XX-XX","China","East-Asia",3,"3_II","3II_B","X"
"","DENV-3/NI/BID-V4771/2009","Zody_2014","NCBI","2009-XX-XX","Nicaragua","Central-America",3,"3_III","3III_C.2","X"
